Comment,label,score
"Saya pake M6 tipe 6 seater, rem nya normal biasa enak2 aja, tidak super sensitif. Pengalaman saya kalo nyetir mobil yg tidak pernah saya bawa, emang perlu penyesuaian, mau itu pedal gas ataupun remnya.",negatif,-4
"01:36 Kan capek isi bensin uda itu di ""KIBULIN"" pula 😅😅😅
01:42 kalau mw ngecharge itu ga di tny mw ngecharge 92, 95, atau 97 🤪🤪🤪",negatif,-13
Punya EV emang enaknya klo dah pasang wall charging di rumah,positif,5
"*Wah kalo baru aja udah Klutuk-Klutuk... Ane Fix mending Innova Diesel Matic, bawa mobil ceper bikin capek, ngindarin lubang terus.*",negatif,-10
"itu yg dipake sama dia mobil demo review, bukan milik pribadi. entah bekasan siapa aja mobil tsb. biasanya pakenya sembarangan misal gas pol di tol pengen tau topspeed brapa sih, jalan ancur hajar terus dll. namanya pake gratisan (mestinya ada belas kasian lah sama mobilnya)",negatif,-8
upgrade audio tidak menghilangkan garansi kah ?,positif,6
Kalau dikasih audio bagus cepat habis baterainya😂😂😂😂,positif,5
"Sejak minggu pertama beli, sudah sering dipakai PP Tangerang- Kuningan, selain pergi ke kantor setiap hari. Pengeluaran setiap keluar kota tentu saja jadi jauh lebih hemat. Walau di Kab Kuningan sudah banyak SPKLU, tapi paling besar hanya 22KW jadi kudu pinter-pinter manage kapan harus nge-charge. Saran sih kalau di tol lagi kosong mending sekalian isi full dulu. Sekarang pun pakai mobil ini buat mudik, dan alhamdulillah, lancar dan aman.",positif,30
"Bikin vlognya om, pengen lihat full vlog orang mudik pakai ev. Ngrasain macet, suasanya di rest area.spklu gmn, apakah susah charge.",negatif,-5
@EzraRinaldi-p6u  ga jago nge-vlog bikin story IG aja jarang.,negatif,-9
@ariesaputra3399 Setahu saya sekitar 16jt termasuk install. Tanya aja ke dealer biar lebih jelasnya.,positif,5
Buat muat2 barang ringan. Aman gk ya bang ?,positif,5
"gw liat di jalan, keren banget emang merk BYD termasuk yang ini 😊",positif,8
"emang keren si ini model design nya, di swap engine pake 2GD/1GD kayaknya seru😆😆",positif,8
"Mobil mainan atau Tamiya.
Apa kata Ko Lung-Lung tentang mobil EV di Indonesia. Dan saya sangat sependapat dgn apa yang dikatakannya.
Mobil ini bukan utk kaum mendang-mending saat ini. Tetapi buat orang yang kaya atau tidak memikirkan berapa nilai jual bekasnya.
Mobil ini juga sudah mendahului penjualan mobil listrik Tesla di Dunia.
Konsep tesla adalah monopoli, sementara BYD tidak. Maka para calon pembeli BYD di Indonesia tunggu saatnya akan ada stasiun pengecasan dari BYD di Indonesia. Klu mengharapkan pemerintah Indonesia membangun stasiun pengecasan mobil listrik sepertinya jauh panggang dari api.",negatif,-10
"@Samuel-ft9hq Memang seharusnya mobil BBM itu terjun bebas harga bekasnya, tapi pajaknya semakin tinggi. Begitulah yg ada di eropa. Di dunia, cuma indonesia yg menjual mobil bekas masih mahal. klu di eropa cuma 10% dari harga baru.",negatif,-6
"@Plusmoto6678disini adanya harga mobkas digoreng, apalagi kalo ada embel2 ‘jarang’, ‘hanya xx unit di Indonesia’, ‘unit langka’, ‘km kecil’.",negatif,-6
"@peterming Hal soal langka, itu lain cerita. Mungkin itu dinegara maju seperti eropa pun terjadi. Karena kategori mobil langka atau klasik, maka bisa saja harganya tinggi.
Bukan itu yg saya maksud.. tapi mobil yg umum bahkan sejuta umat tetap harganya mahal dan itu hanya terjadi di Indonesia.
Kebetulan di Indonesia saat ini, sebuah mobil masih menjadi status sosial. Negara maju tidak seperti itu.
Mobil adalah aset liabilitas. Maka sebelum semakin murah, buru-buru mereka menjual, karena harga pajaknyapun semakin mahal.",positif,7
"Saya pake M6 tipe 6 seater. Kalo utk kota besar indonesia (at least di pulau jawa) dibilang charging station langka, tidak juga. Faktanya di jakarta tangerang ada banyak. Secara jumlah, dari app PLN yg saya gunakan untuk ngecas di spklu, sudah tersedia 3767 spklu.",positif,6
"Si alung domo itu fanboy Jepun dan mesin ICE😂 makanya dia ngejelekin mobil listrik. Ioniq juga dijelekin sama dia. Kalau semua jadi EV, dia bengong bengkel kosong. Jangan percaya aja konten jualan. Jualan shock damper aja mahal",negatif,-26
"Gila MANDALIKA CIRCUIT , circuit kebangsaan Indonesia, aku ngarep banget menang balap di mandalika circuit😂",positif,7
PLN di balikpapan juga pakai ini..seperti biasa bawa tangga kemana2..menurut sy m6 menarik.. positif  positif ,positif,5
"Cocok tuh utk PLN, sbg penyedia Listrik",positif,5
Jepang nangis guling guling  lihat fitur  spesifikasi nya dg harga segitu,negatif,-5
tyta dkk fatalllll ga ada ev nya..ada pun harga model asal2an..petro $$$$..,negatif,-10
"@herryperwito1020 makasih mas, doa baik akan kembali dengan penuh kebaikan 🙏",positif,3
Gue kerja di Grab dan sering berkutat dengan Fleet GrabCar Premium ini. BYD M6 emang lagi booming bgt sih karena sudah mulai banyak keliaran di jalan & Bandara. Banyak dicari penumpang juga yg sekedar hanya ingin ngerasain naik mobil listrik.,positif,7
@lucky889s9 biasa aja om kalo saya enak enak aja,positif,5
Mending nunggu generasi selanjutny. Biar lebih bagus,positif,6
"Baru juga di review malahan sudah rusak.
Jadi ga pengen beli…..rentan banget cuy…",negatif,-8
"Aman.... BYD merek mobil listrik penjualan no.1 di dunia, bahkan mengalahkan Tesla yang fiturnya jauh di bawah BYD",positif,5
Beberapa ada bagian yang ringkih kek tangki chargenya yang tutupnya mendelep,negatif,-13
Gak laku zoonkk😅,negatif,-9
@arferdiansyah9268  knp zonk om?,negatif,-5
Ngeri apakah bodynya terbuat dari baja tahan benturan keras ketika mengalami kecelakaan dan bagaimanakah hasil uji tabraknya,negatif,-10
"Skrg pake apa dulu ? Kl skrg Avanza Xenia, Terios Rush, Calya Sigra, Agya Ayla, Ertiga XL7, Baleno, Ezpresso, Expander, Stargazer, Brio, BRV HRV, hrsnya ga kuatir lg soal bodynya M6 ini krn sdh terbiasa dgn yg lbh mudah kelipet² bodynya 😂",positif,14
@sandihwan3452  sekalipun beli Buggati belum tentu kuat tahan benturan keras meninggoy dong 🤣,negatif,-10
"@OldopBeting mobil keluaran BYD rata rata bintang 5 bang untuk hasil uji tabraknya, plat bodinya juga tebel tebel, berasa berat.",negatif,-8
"M6 saya keluar toko sampai rumah langsung lepas semua logo belakangnya, ganti emblem daihatsu, tapi giliran mau lepas logo depannya kok susah kayak ke tanam, sengaja dilakukan ini soalnya sehari-hari buat ke pasar nyamar biar gak kelihatan terlalu mewah",negatif,-12
Saya pengguna baru 700 km an rasanya puas dan amazing hehehe cuma gak biasa pake bodi segede inova aja kalau lewat jalan agaj kecil....lainnya mantap dan worth the money...fitur yang ada di m6 423 juraan baru ada di innova 600 jutaan dan overall lebih irit byd m6 secara operasional,positif,25
"Ini ukuran sebenarnya sama panjang lebar kayak avanza baru, cuma m6 lebih tinggi aja",positif,5
​@lucky889s9 beda dikit byd m6 ama inova om....kurang lebih lebar beda 15 cm dan panjang sama,negatif,-11
Untuk fitur memang mobil China tidak pelit dengan harga yang wajar.,positif,3
belakangnya kaya fortuner 🤣,positif,3
"Kalau Toyota berani bikini Avanza Hybrid,pasti bakalan gila2an pasarnya...",positif,3
"4:15 kocak 😂 bikin malu aja pabrikan ini, bisa dianggap segitu aja durability nya mobil china... gw sih males beli klo sebentar aja dah rusak gitu, kayak gak ada EV merek lain aja 😂",negatif,-13
ahahah bener tuh ringkih berarti,negatif,-5
Hahahahaha padahal udah di jelasin tapi masih gagal paham😂,negatif,-5
Blm setahun ud rusak aj tuh 😅,negatif,-5
"Pemanas jok ngebantu gw waktu lg macet mules kebelet, udah tes di harrier 😅",negatif,-9
"Mobil mssa depan , nanti pada waktunya akan beralih ke listrik semuanya  positif ,,ramah lingkungan ,dan penghematan",positif,13
UDAH GITU DI KIBULIN PULA. WKWWKWK😅,negatif,-5
Semoga ada versi suv nya 🤲,positif,5
400 jt terjangkau ....,positif,5
Gatau kenapa mic nya kek kurang kenceng dibanding video orang lain,negatif,-11
"pin salah satu komen biar g kena spam komen judol

Mereka ngejar highlight, biar yg naik bukan komen judol",negatif,-10
"Awas om gub, penyebutan Android Auto jgn mendahului Apple Carplay, tar diprotes..... *beda kasta*, kastanya lebih tinggi 7 cm dibanding om gub 😂
Padahal anak SD juga tau secara alphabet, AN lebih dulu dibanding AP, mungkin si merasa kasta lebih tinggi kebanyakan maen di negri prindhavan 😅",negatif,-5
"Masih inden ya, gara2 diborong grab",negatif,-5
10:25 pak gubernur suka lagu kessoku 😂😂😂,positif,8
"Varian BYD yang paling laris di SBY selain Seal
Emang desainnya everlasting dan oke punya meskipun bertahun2 gak akan kalah desain begini

Sisi lain kalo buat keluarga yang baru mau nyoba beralih dr mobil bensin ke molis ini adalah pilihan pertama kayaknya",positif,8
"PLN juga pake ini operasionalnya, pernah lihat di lt. agung bawa tangga sama box di roofnya",positif,3
Nanti semoga toyota avanza ada full elektrik dengan harga 300jt ke bawah wkwkwk,positif,5
Semoga tahun depan bisa pulkam bawa mobil listrik,positif,5
3:48 wow fitur yg sangat keren 🤦,positif,9
"Bagi gw bang, BYD M6 itu Uda istimewa..
Kurang lebih ya ya lu hrp maklumlah harga segitu..
Uda dikasih murah, mewah, berkwalitas Uda yop n modern..",positif,7
"Komen ya, setelah pakai 6 bulan sangat puas, mengenai rem memang kadang suka terlalu pakem. Utk panel instrumen hanya perlu kebiasaan aja, sy kalau di tol selalu menggunakan adas dan sangat menyenangkan  positif ",positif,21
Ada 'minus' lainnya ga om menurut om selama pakai byd tipe ini?,negatif,-8
"Sata sdh pakai 6 bang
Sangat puas 
Pokoknya top but lahhhhh",positif,9
"@lucky889s9 waduh, mudah2an salah satunya soal radius putar seperti yg dibilang @AgisnaAnam-g2f, soalnya itu penting bgt bwt kita-kita yg hidup atau sering nyetir di kota-kota yg jalan2nya sempit",negatif,-7
M6 adalah produk byd yg terburu2 di pasarkan di indo ngejar sebagai seven seater sejuta ummat pertama yg di indo Haruse dg beberapa penyempurnaan dulu baru dipasarkan krn produk byd yg lain bagus2 semua rasa eropa semua,positif,5
"Saya pake M6 yang tipe 6 seaters. Mobilnya enak kok, saya sih ga ada keluhan. BYD M6 yg sekarang di indo asalnya dari BYD e6 generasi ke-2 (2021), bentuknya udah sama persis. Googling aja coba. Jadi bukan mobil baru mbikin, udah banyak penyempurnaannya sana sini. Feel mobil eropanya dapet kok kalo nyetir mobil ini.",positif,5
"Bukan Avanzanya listrik tapi Innovanya listrik krn ga ada lawannya. 
Avanza mah byk bgt musuhnya dari Stargazer, Ertiga, Rush, BRV, XL 7, Xenia, Mobilio.
Masih nunggu Aletra L8 biar makin seru",negatif,-4
Hrsnya dimurahkan sedikit 250jt .... pasti melojak jadi ratusan ribu lakunya,positif,5
nunggu Cherry Super Hybrid yg versi avanzanya..1 liter = 70 an Km😅,positif,5
"8:54 sekarang 2025 pakgub, kalo 2015 malah maju setahun kedepan dong.",positif,3
Lebih ke inova sih,positif,5
"Masalah pedal rem, kayaknya yg masalah di bagian pedalnya yg salah desain deh",negatif,-5
mobil baru semuaaa gitu abang..lebih tinghi sebelah biar lebih ga salah injak..,positif,8
agak keliatan jadul ya,negatif,-5
"Mikrofon lu ganti bang butut banget!!!! Gw pake tws volume 50% mendem banget suara lu gak ada, macam gak pake mikronfon sama sekali",negatif,-4
Tws nya kali bang yg kurang bagus,negatif,-11
"@brzxxzx608  bisa jadi emang tws ku yang gak bagus, tapi pas nonton vlog orang lain gak ada masalah sama sekali di waktu yang sama",negatif,-4
kok udah rusak aja ya,negatif,-5
"Toyota Wish tu bener banget, 85% persis",positif,3
Klo kata om fitra suspensinya dewasa😅,positif,3
ini kenapa komennya pada judol dah,negatif,-5
"Ini mobil bikin gatel banget ya ketidaksempurnaan nya 😅 rem nya, posisi duduknya, pedal rem nya, dll dll.. Ganggu banget😅",negatif,-6
Tuker sama raize nambah berapa banyak ya...ahahahahahah😅,positif,3
saran aja mending ganti nama jadi e max 7 kayak di vrindavan (jadinya Byd emak-emak😂),negatif,-5
"Tadinya nunggu banget mobil ini, tapi setelah pertimbangan mendalam Dan denger review user, mobil ini bukanlah mobil ternyaman buat keluarga, 
Plus infrastructure didaerah Kami Belum memadai ya akhirnya ambil mobil ICE
Semoga 3-5tahun mendatang mobil listrik keluarga bisa lebih bagus Dan nyaman buat penumpang",positif,24
"Kalo mobil cuma satu iya bener jangan ambil ev, tapi kalo mobil ke 2 dst ya pilih ev udh paling bener",negatif,-5
"Pepatah lama: beli mobil listrik skr, sesal kemudian tak berguna",negatif,-8
Ngecas AC dioplos DC 😂,negatif,-5
"bang Ridwan, kayaknya rambut nya menggambarkan pria sukses, finansial. Tapi kan usia belum 45 tahun kan😂😂😂",positif,3
"Pak Gub: ""Capek isi bensin, udh gt dikibulin pula"" 😂😂😂😂😂

Pemerintah & Pertamina: ""jleb..jleb..jleb..""
Shell, Vivo, BP: 🤑🤑🤑🤑🥳🥳🥳🥳",negatif,-10
"@moh.malthuf3735 listrik naik, bensin naik, gas naik, beras naik, semuaa naaaiiiik.. Gegara rupiah keooook... Pemerentah kebingungan, akhirnya pajak ikutan naaaaiiik.. 😂🤣😂🤣😂🤣😂🤣",negatif,-7
"Gapapa semua naik ,asal jangan tetangga sebelah ya di naikin...

Gak boleh ya guys 😅",negatif,-8
Desainnya emang keren sih. Tapi mobil listrik. 🙂‍↔️,positif,5
"Mobil yg selain banyak di jalan, juga banyak buzzernya. Banyak yg menjelekkan mobil² lain, terutama mobil jepang seolah-olah mobil ini punya keunggulan yg mobil lain gak punya",negatif,-5
"Emang pantas dijelekin kok. Gak usah buzzer pakai logika aja uda tau. Harga segini merk jepun dapat apaan. Cuma fanboy sama sales jepun aja yg panik. Kelihatan kok di IIMS merk jepun sepi pengunjung, sales nya pada bengong",negatif,-12
"Kebalik, justri dari jaman grand livina baru keluar buzzer astral udh merajalela black campaign fwd ga kuat nanjak 🤭🤭",negatif,-22
@lucky889s9  jualan di pameran bukan jadi patokan. Jualan secara nasional yg jadi barometer utama. Mayoritas pameran berada di jabodetabek sedang konsumen daerah lebih memilih datang ke dealer. Toh di pameran SPK tidak menjamin unit berapa kejual misal SPK 1000 yg DO paling cuma sekian unit ambil contoh 100 unit lah dkarenakan faktor reject atau konsumen gak melanjutkan transaksi pembayaran atau batal. Bisa dibilang SPK jumlah unit bayangan yg dipesan belum menandakan jumlah unit yg terjual,negatif,-8
"banyak menjelekkan mobil lain? yang ada malah buzzer jepang serang mobil listrik China non stop, selalu di cari kesalahannnya sampai sekecil kecilnya, kalo ga dapat kesalahannya, di komplen harga jual lah, desain kuno lah yang seharusnya itu subjektif 
coba baca aja komen komen di atas, ada beberapa
giliran mobil jepang ada masalah, ga ada yang berani komplen, pura pura buta, makanya sebelum mobil listrik China masuk, market Indonesia cuman dapat mobil model khusus negara berkembang seperti calya lcgc yang safety fitur-nya kurang tapi harga termasuk mahal",negatif,-22
"​@nanangadi8975 trus kenapa lu komplen? Mau lu apaan emang? Barang busuk kemahalan, dibilang bagus getohh??",negatif,-10
​@nanangadi8975 trus Korea gak lu jelekin tong? Sama tuh gaya nya kayak merk jepun. Orang SPK ya uda niat selama gak ada saingan yang lebih bagus😂oh iya tuh pada batal SPK ioniq sejak seal muncul,positif,14
"19:00 Bang Ridwan, gambar di terowongan gelap jadi turun kualitas parah, boleh di coba pakai actioncam Ace Pro2. Lowlight tetap bagus. Tks",positif,8
"Kalo menurut gw eksterior bagusan M6, tapi interiornya bagusan aletra l8 si. Tapi syang L8 jok belakang nya ngga rata lantai.",positif,5
"Sekurang nyamannya jok M6 ini kalau dibandingkan dgn Avanza jaman now, nyaman mana om?",negatif,-6
Nyaman ini byd jauh terutama di jok baris 2,positif,5
Menurut sy lebih nyaman avanza baris 2 dan 3 nya.  Soalnya ini ga bisa rebah terutama yg row 2 tipe non kapten seat.,positif,8
"Gimana cerita nya tuh bisa tutup port charger nya rusak? Saya punya mobil, seumur2 baru tau itu bisa rusak begitu",negatif,-10
"Namanya juga unit tes, pemakaian sama sekali ga di apik"" kaya mobil pribadi. Mobil udah dipegang banyak tangan plus kepunyaan atpm ya kebanyakan seenaknya kalo make atau malah pada iseng sampe rusak.",negatif,-4
"Jaringan BYD sama Aletra sih, saya prefer BYD ya. Selama di jabodetabek, liat Shworoom BYD udah berceceran. Aletra blm liat sekalipun.",positif,4
"Lebih aman BYD sih untuk sekarang, takutnya Aletra bakal nyusul Neta",positif,6
Avanza lama maksudnya. Kalau avanza baru uda sebesar innova lama 2kd,positif,3
lebih besar dari xpander om,positif,9
1:33 pak gub sedang memasak!  positif ,positif,5
Capek isi bensin dikibulin pula 😅,negatif,-10
Sering bgt liat mobil listrik ini dijalan,positif,3
Kalo bnyak yg pake berarti bagus dong😂,positif,8
taksi masih bensin nangis darah vs taksi ev..kwkwkkkkk..,negatif,-5
"Ini ukuran juga segede Avanza. Kan dibilang avanza karena selaris itu tapi versi EV. Darurat membaca lu. Avanza harga minimum 300. Trus lu gak hitung biaya? Sana lu kumpulin bon bensin, servis, ganti oli, filter, radiator, STNK setahun. Bisa ngitung gak, apa emang lu punya motor aja?",negatif,-7
stop lamp mirip fortuner ya bang. cakep  positif ,positif,10
jangan sampai komen judol diatas,negatif,-10
"Perihal nama m6 , mini. Bikin gerah BMW dan astra sama byd dan denza😅. Mosok pas berita Denza masuk ada warung kopi  baru daftar nama merk cuma bbrp bulan . Ada yg takut pasarnya kesapu",negatif,-4
"Kalo bmw yang tuntut emang bmw pusat di jerman, tapi kalo denza ya gitu lah atpm mafia kerja nya dari dulu 🤭🤭",negatif,-5
Itu tuh yang panik alphard nya kalah saing. Nanti juga ditolak mentah tuntutan warung kopi,negatif,-15
"Semoga lebaran tahun ini bisa meminang mobil ini secara mudah,cepat, ajaib dan cash tanpa cicilan...",positif,13
ikut MLM om pasti cepet dapet.,positif,5
Hei bangun tidur kau terlalu miring,negatif,-6
@rizkireal biar sehat lambungnya...,positif,5
​@yofarunyumbang ke neraka buat penipu,negatif,-7
​@yofaruaamiin semoga kebeli sholu nabi,positif,5
4.10. kualitas produk cina ya seperti itu,positif,5
Benar. Makanya gak laku motor listrik,negatif,-9
